股票代码,代码,股票名称,成交价,价格变动,涨跌幅,买入价,卖出价,昨收,开盘价,最高价,最低价,成交量,成交额,时间,市盈率,市净率,总市值,流通市值,换手率
bj870299,870299,灿能电力,7.550,-0.2,-2.581,7.540,7.550,7.750,7.720,7.920,7.550,1893710,14673338,15:30:00,24.355,2.437,68032.50338,20489.23077,6.97806
bj870357,870357,雅葆轩,20.820,-0.48,-2.254,20.820,20.830,21.300,20.070,22.280,19.620,6435555,135951021,15:30:00,17.207,4.762,166726.56,48305.50218,27.73768
bj870436,870436,大地电气,8.030,-0.11,-1.351,8.030,8.090,8.140,8.040,8.380,7.960,1090341,8910176,15:30:00,-32.12,1.751,75864.228,35877.83925,2.44035
bj870508,870508,丰安股份,10.110,-0.29,-2.788,10.110,10.190,10.400,10.400,10.610,10.100,707002,7367673,15:30:00,13.662,1.43,62924.64,26403.742071,2.70711
bj870726,870726,鸿智科技,20.850,-0.71,-3.293,20.850,20.860,21.560,20.690,22.460,20.610,2511312,53767436,15:30:00,18.955,3.355,87026.08605,20124.78279,26.0181
bj870866,870866,绿亨科技,6.570,-0.09,-1.351,6.570,6.600,6.660,6.600,6.800,6.530,1519833,10113872,15:30:00,19.324,1.567,118395.2763,42801.92721,2.33291
bj870976,870976,视声智能,15.480,-0.48,-3.008,15.450,15.480,15.960,15.960,16.570,15.480,986491,15757232,15:30:00,16.645,3.094,78454.188,24572.952,6.21451
bj871245,871245,威博液压,12.000,-0.22,-1.8,12.000,12.110,12.220,12.150,12.530,11.970,439362,5367327,15:30:00,19.355,1.827,58500.0,27306.0312,1.93083
bj871263,871263,莱赛激光,17.150,-0.89,-4.933,17.150,17.280,18.040,18.040,18.040,17.100,1086870,19078372,15:30:00,29.068,5.641,131483.333905,31227.29281,5.96908
bj871396,871396,常辅股份,11.960,-0.13,-1.075,11.950,11.960,12.090,12.240,12.580,11.900,1280838,15750604,15:30:00,28.361,2.578,71490.03888,50236.567524,3.04934
bj871478,871478,巨能股份,15.380,-0.61,-3.815,15.360,15.380,15.990,15.670,16.190,15.380,1929688,30550329,15:30:00,18.53,4.638,117624.851186,35374.0,8.38995
bj871553,871553,凯腾精工,4.850,-0.21,-4.15,4.830,4.850,5.060,5.090,5.090,4.820,1956454,9665328,15:30:00,37.308,2.056,69689.8731,44921.29073,2.11232
bj871634,871634,新威凌,11.800,-0.26,-2.156,11.800,11.830,12.060,11.800,12.460,11.800,1466335,17736644,15:30:00,29.5,3.101,73539.96,18282.8256,9.46394
bj871642,871642,通易航天,9.760,0.23,2.413,9.750,9.760,9.530,9.470,10.310,9.470,5188550,51438854,15:30:00,34.857,4.297,101182.191328,53499.594208,9.46554
bj871694,871694,中裕科技,17.800,-0.81,-4.352,17.780,17.800,18.610,18.590,18.750,17.800,678437,12466868,15:30:00,14.833,2.573,182090.44,44722.75098,2.70023
bj871753,871753,天纺标,28.950,-3.55,-10.923,28.920,28.950,32.500,32.000,34.480,27.990,13958199,439883040,15:30:00,61.596,5.848,235665.64536,61787.985,65.39942
bj871857,871857,泓禧科技,13.310,-0.54,-3.899,13.310,13.340,13.850,13.850,14.270,13.230,1678669,23134187,15:30:00,28.935,2.533,98503.519312,98503.519312,2.26825
bj871970,871970,大禹生物,6.750,0.33,5.14,6.740,6.750,6.420,6.370,6.880,6.370,2574335,17286994,15:30:00,18.243,2.401,75168.27,35575.47,4.88448
bj871981,871981,晶赛科技,15.990,-0.53,-3.208,15.960,15.990,16.520,16.140,17.370,15.530,2941524,47908693,15:30:00,28.053,2.429,122272.332,62360.34441,7.54245
bj872190,872190,雷神科技,19.950,0.7,3.636,19.940,19.950,19.250,18.810,21.550,18.560,8822917,178074902,15:30:00,14.614,2.388,199500.001995,104821.01868,16.79217
bj872351,872351,华光源海,8.380,-0.71,-7.811,8.380,8.390,9.090,8.500,9.160,8.310,8404070,72885848,15:30:00,11.761,1.7,73773.697882,29548.247882,23.83428
bj872374,872374,云里物里,11.500,-0.62,-5.116,11.480,11.500,12.120,12.000,12.410,11.470,1785880,21364415,15:30:00,31.081,3.772,93745.7,34838.3323,5.89512
bj872392,872392,佳合科技,12.390,-0.91,-6.842,12.320,12.390,13.300,13.020,13.350,12.200,779496,9998433,15:30:00,20.65,2.384,72729.3,18749.0436,5.15117
bj872541,872541,铁大科技,7.650,-1.12,-12.771,7.640,7.650,8.770,8.420,9.300,7.610,19347247,160939856,15:30:00,24.677,2.835,104575.5,45533.24676,32.50514
bj872808,872808,曙光数创,38.150,-1.89,-4.72,38.150,38.180,40.040,38.900,43.000,38.000,4717211,190483295,15:30:00,23.262,13.041,763000.003815,735631.01451,2.44636
bj872895,872895,花溪科技,12.080,-0.25,-2.028,12.080,12.100,12.330,12.150,12.700,11.990,1518409,18688690,15:30:00,20.828,3.118,68280.992,22468.0752,8.16375
bj872925,872925,锦好医疗,10.990,-0.01,-0.091,10.850,10.990,11.000,10.910,11.160,10.720,810042,8880489,15:30:00,13.402,2.895,107780.735657,60769.263247,1.46494
bj872953,872953,国子软件,16.370,-0.41,-2.443,16.370,16.380,16.780,16.750,17.500,16.350,1675604,28356928,15:30:00,20.987,3.121,150448.3213,35218.7454,7.78836
bj873001,873001,纬达光电,13.010,-0.89,-6.403,13.010,13.020,13.900,13.390,14.100,13.010,8186082,111743452,15:30:00,23.232,2.678,199906.721404,49989.820451,21.30452
bj873122,873122,中纺标,52.200,0.98,1.913,52.200,52.250,51.220,57.180,60.940,47.780,9907371,541635945,15:30:00,121.395,14.033,482339.00376,68081.85,75.96221
bj873132,873132,泰鹏智能,18.190,-0.97,-5.063,18.180,18.190,19.160,18.710,19.360,18.080,1931121,36102778,15:30:00,18.753,6.663,107612.04,20741.840539,16.93538
bj873152,873152,天宏锂电,9.330,-0.31,-3.216,9.330,9.350,9.640,9.600,9.930,9.330,4583740,44045014,15:30:00,16.368,3.759,95773.070445,36285.873996,11.78593
bj873167,873167,新赣江,13.650,-0.44,-3.123,13.650,13.750,14.090,13.900,14.200,13.310,1708769,23565609,15:30:00,15.167,2.087,96725.60625,26818.76925,8.69715
bj873169,873169,七丰精工,8.030,-0.27,-3.253,8.020,8.030,8.300,8.280,8.480,7.920,2066388,17043116,15:30:00,15.745,2.153,66419.89607,38924.81472,4.26286
bj873223,873223,荣亿精密,4.210,0.03,0.718,4.210,4.220,4.180,4.180,4.470,4.120,2977819,12758264,15:30:00,70.167,2.207,66216.985,33748.93875,3.71467
bj873305,873305,九菱科技,17.100,-0.37,-2.118,17.070,17.100,17.470,17.030,17.980,16.950,559548,9812790,15:30:00,28.033,2.511,76640.49,19178.27757,4.98912
bj873339,873339,恒太照明,5.730,-0.14,-2.385,5.730,5.740,5.870,5.810,5.930,5.730,690124,4011108,15:30:00,8.682,2.272,126176.7774,34136.020611,1.15843
bj873527,873527,夜光明,9.190,-0.23,-2.442,9.150,9.190,9.420,9.460,9.510,9.100,538901,5035735,15:30:00,13.924,1.487,55179.2413,23730.109216,2.08701
bj873570,873570,坤博精工,44.900,-1.25,-2.709,44.900,44.960,46.150,46.150,47.580,44.800,662543,30504513,15:30:00,31.399,8.283,146274.35343,34562.673,8.60703
bj873576,873576,天力复合,22.830,0.12,0.528,22.830,22.840,22.710,22.390,24.290,22.050,3002255,69732311,15:30:00,29.221,5.429,248732.85,74008.58175,9.26129
bj873593,873593,鼎智科技,31.400,-0.59,-1.844,31.390,31.400,31.990,31.660,32.550,31.080,1350795,43139030,15:30:00,10.295,4.617,301578.40492,127356.27108,3.33042
bj873665,873665,科强股份,9.280,-0.24,-2.521,9.270,9.280,9.520,9.530,9.730,9.250,1229484,11690078,15:30:00,17.509,1.833,120630.72,30617.693312,3.72648
bj873679,873679,前进科技,19.580,-0.39,-1.953,19.580,19.590,19.970,19.770,20.280,19.580,703808,14059151,15:30:00,14.924,2.29,109354.3,25019.324,5.50797
bj873690,873690,捷众科技,15.590,-0.37,-2.318,15.570,15.590,15.960,15.980,16.210,15.500,1338970,21267174,15:30:00,21.653,2.585,100555.5,28480.9033,7.32931
bj873693,873693,阿为特,37.950,-0.45,-1.172,37.950,37.960,38.400,36.500,39.990,35.500,3623661,136660050,15:30:00,80.745,10.26,275896.5,77038.5,17.85055
bj873703,873703,广厦环能,35.150,-1.08,-2.981,35.130,35.150,36.230,36.000,36.330,35.100,1031565,36719233,15:30:00,15.833,4.487,270303.5,50088.75,7.23905
bj873726,873726,卓兆点胶,33.500,0.16,0.48,33.430,33.500,33.340,33.220,35.100,32.520,1211657,41229803,15:30:00,26.378,8.608,274958.7741,58428.7436,6.94701
bj873806,873806,云星宇,10.380,-0.36,-3.352,10.380,10.390,10.740,10.820,11.460,10.370,22885808,248888046,15:30:00,22.565,2.917,300881.600346,78829.235706,30.13535
bj873833,873833,美心翼申,12.080,-0.07,-0.576,12.080,12.090,12.150,12.150,12.460,12.050,631802,7737073,15:30:00,15.688,1.65,99490.88,35315.88,2.16112
